run_id,run_name,model_name,MAE,RMSE,R2
fca1a230d60248e5b1333679a5d4d931,LinearRegression_baseline,LinearRegression,4181.19447375365,5796.2846592762735,0.7835929767120723
fcfaec00387d421ebfe048edb9ad49fc,Lasso_alpha_0_01,Lasso,4181.19770246852,5796.287094925785,0.783592794839786
45317ae7315e4b8fab35f87c70e461a9,Ridge_alpha_0_1,Ridge,4181.762765234281,5796.480574498878,0.7835783472902434
f98bc3a1836e49a59211191f591bd156,Ridge_alpha_1_0,Ridge,4186.91307178384,5798.29879541548,0.7834425531348183
